customer_id,age,gender,region,plan_type,handset_tier,tenure_months,is_family_plan,total_call_min,avg_call_min,call_count,roaming_ratio,last_call_date,recharge_txn_count,avg_recharge_amount,total_recharge_amount,last_recharge_date,complaint_count,last_complaint_date,on_time_pay_ratio,arpu,last_bill_date,days_since_call_date,days_since_recharge_date,days_since_complaint_date,days_since_bill_date,churn,label,churn_prob,segment
11,50,F,West,Prepaid,Mid,14,1,927.1666721202688,3.6217448129698,256,0.1015625,2025-10-24,12,7.351765322873798,88.22118387448558,2025-10-13,0.0,,0.0,0.0,,2,13,,,0,0,0.4911915508724702,Value Growth
12,78,M,East,Postpaid,Mid,78,1,1431.6611721303611,3.606199426021061,397,0.09319899244332494,2025-10-25,6,14.901258220741399,89.4075493244484,2025-10-08,2.0,2025-07-30,0.8333333333333334,18.231976927493452,2025-10-24,1,18,88.0,2.0,0,0,0.7444627124669118,Loyal
13,63,F,North,Prepaid,Premium,30,0,1058.3516260166941,3.392152647489404,312,0.08012820512820513,2025-10-25,6,5.90604006764811,35.43624040588866,2025-10-23,0.0,,0.0,0.0,,1,3,,,0,0,0.4281059925205622,Value Growth
14,65,F,North,Prepaid,Basic,39,1,940.9520832172511,3.6471010977412837,258,0.12015503875968993,2025-10-25,6,8.648061748646647,51.88837049187988,2025-10-01,0.0,,0.0,0.0,,1,25,,,0,0,0.5324644259287967,Value Growth
15,62,F,Central,Prepaid,Mid,53,0,837.3886626478455,3.503718253756676,239,0.07112970711297072,2025-10-25,6,8.11788588070664,48.70731528423984,2025-10-03,0.0,,0.0,0.0,,1,23,,,0,0,0.6194651251451535,Value Growth
16,66,F,North,Prepaid,Mid,69,1,1012.3714541934294,3.47893970513206,291,0.07903780068728522,2025-10-24,6,9.557234624439625,57.34340774663775,2025-10-06,0.0,,0.0,0.0,,2,20,,,0,0,0.5549000563674956,Value Growth
17,49,F,West,Prepaid,Basic,91,0,981.1271598306246,3.5677351266568165,275,0.08727272727272728,2025-10-25,24,8.845576357342708,212.293832576225,2025-10-24,0.0,,0.0,0.0,,1,2,,,0,0,0.23191333569086836,Value Growth
18,25,F,West,Prepaid,Basic,74,1,1052.5473823222083,3.4396973278503538,306,0.1111111111111111,2025-10-24,6,9.474375939162131,56.846255634972785,2025-10-03,0.0,,0.0,0.0,,2,23,,,0,0,0.5740867827745929,Value Growth
19,70,F,South,Postpaid,Mid,3,0,1359.5105564289358,3.540392074033687,384,0.08333333333333333,2025-10-25,6,20.987812960936726,125.92687776562035,2025-10-20,1.0,2025-09-09,1.0,23.808403477624225,2025-10-24,1,6,47.0,2.0,0,0,0.4394039305627703,Loyal
20,45,M,West,Prepaid,Mid,22,0,702.8753230176926,3.47958080701828,202,0.07425742574257425,2025-10-25,6,8.586695307758971,51.52017184655382,2025-10-17,0.0,,0.0,0.0,,1,9,,,0,0,0.6139332479104027,Value Growth
21,49,M,North,Postpaid,Mid,75,1,1356.4656296603646,3.550957145707761,382,0.10732984293193717,2025-10-25,6,20.608649616283387,123.65189769770032,2025-10-18,0.0,,0.6666666666666666,24.888584885965987,2025-10-24,1,8,,2.0,0,0,0.30391646716281134,Unassigned
22,40,M,South,Postpaid,Basic,35,1,1467.2408379963715,3.6138936896462353,406,0.12315270935960591,2025-10-25,6,23.49143044572122,140.94858267432733,2025-10-01,0.0,,1.0,29.117496174822335,2025-10-24,1,25,,2.0,0,0,0.37128787802871754,Loyal
23,29,F,South,Prepaid,Basic,8,0,774.6023523072694,3.6196371603143427,214,0.11214953271028037,2025-10-25,18,8.518909125775059,153.34036426395105,2025-10-04,0.0,,0.0,0.0,,1,22,,,0,0,0.4031158478902884,Value Growth
24,75,F,Central,Prepaid,Premium,66,0,1138.8160544037944,3.4509577406175587,330,0.05454545454545454,2025-10-25,30,9.493413968536148,284.80241905608443,2025-10-20,1.0,2025-06-22,0.0,0.0,,1,6,126.0,,0,0,0.2921609168384603,Value Growth
25,66,M,North,Postpaid,Basic,38,1,1506.2458958980203,3.6559366405291756,412,0.09223300970873786,2025-10-24,6,19.943145177877568,119.65887106726541,2025-10-21,1.0,2025-05-06,1.0,23.734760646623187,2025-10-24,2,5,173.0,2.0,0,0,0.27925069786176243,Loyal
26,57,M,North,Prepaid,Premium,100,0,1172.1713982578535,3.5413033179995574,331,0.13897280966767372,2025-10-25,6,8.226510717821661,49.359064306929966,2025-10-19,0.0,,0.0,0.0,,1,7,,,0,0,0.5372197445172889,Value Growth
27,42,F,Central,Prepaid,Mid,106,0,1111.572424939132,3.574187861540617,311,0.10289389067524116,2025-10-25,18,7.70579799964887,138.70436399367966,2025-10-25,0.0,,0.0,0.0,,1,1,,,0,0,0.28610589207874754,Value Growth
28,69,F,North,Prepaid,Mid,16,0,833.2369806895633,3.387142197925054,246,0.06097560975609756,2025-10-25,30,7.5944108905056,227.832326715168,2025-10-16,0.0,,0.0,0.0,,1,10,,,0,0,0.1693601712545943,Value Growth
29,51,F,Central,Prepaid,Basic,93,0,1040.2795799754406,3.5383659182838114,294,0.07482993197278912,2025-10-25,30,7.615715686998966,228.47147060996897,2025-10-22,1.0,2025-05-13,0.0,0.0,,1,4,166.0,,0,0,0.1909334504962117,Value Growth
30,45,M,West,Prepaid,Premium,103,0,1228.059999912683,3.710151057138015,331,0.10876132930513595,2025-10-24,24,7.228833466566726,173.49200319760143,2025-10-23,1.0,2025-06-15,0.0,0.0,,2,3,133.0,,0,0,0.4323228152522974,Value Growth
31,45,M,East,Prepaid,Premium,77,0,1064.1596591893879,3.466318108108755,307,0.09446254071661238,2025-10-25,30,8.014378629342465,240.43135888027396,2025-10-20,1.0,2025-08-08,0.0,0.0,,1,6,79.0,,0,0,0.3613038352507493,Value Growth
32,32,M,West,Prepaid,Mid,73,0,957.666323973668,3.4448428919916116,278,0.11151079136690648,2025-10-25,18,9.30557200785828,167.50029614144904,2025-10-13,1.0,2025-08-24,0.0,0.0,,1,13,63.0,,0,0,0.5736983964081898,Value Growth
33,23,F,West,Postpaid,Mid,56,0,1438.2616901616198,3.7260665548228493,386,0.11139896373056994,2025-10-25,6,19.222897314819225,115.33738388891534,2025-10-05,0.0,,0.8333333333333334,22.385978163570343,2025-10-24,1,21,,2.0,0,0,0.38408182203510566,Loyal
34,52,F,North,Prepaid,Mid,59,0,1054.1205456356665,3.7513186677425856,281,0.099644128113879,2025-10-25,6,8.701395028821244,52.20837017292746,2025-09-27,1.0,2025-06-26,0.0,0.0,,1,29,122.0,,0,0,0.6717239813931294,Value Growth
35,73,F,Central,Postpaid,Basic,10,0,1200.7210763974438,3.6385487163558903,330,0.08181818181818182,2025-10-25,6,17.171891170032918,103.03134702019752,2025-10-21,0.0,,0.8333333333333334,24.30693762399336,2025-10-24,1,5,,2.0,0,0,0.24178495786229354,Loyal
36,21,M,Central,Prepaid,Premium,18,0,1069.9062392990338,3.590289393620919,298,0.06711409395973154,2025-10-25,18,7.295502212187933,131.3190398193828,2025-10-24,1.0,2025-06-14,0.0,0.0,,1,2,134.0,,0,0,0.4222893782803931,Value Growth
37,71,M,Central,Prepaid,Basic,82,0,790.4620274124816,3.5288483366628642,224,0.12053571428571429,2025-10-24,30,9.349735013290548,280.49205039871646,2025-10-24,0.0,,0.0,0.0,,2,2,,,0,0,0.21662773441970562,Value Growth
38,69,F,West,Prepaid,Mid,66,1,927.0025934494364,3.446106295351065,269,0.11152416356877323,2025-10-25,12,7.528546283448548,90.34255540138257,2025-10-07,0.0,,0.0,0.0,,1,19,,,0,0,0.5534011593429534,Value Growth
39,35,F,East,Prepaid,Basic,21,0,1051.421747918012,3.7152711940565797,283,0.10600706713780919,2025-10-24,6,9.324948722300837,55.94969233380502,2025-10-01,0.0,,0.0,0.0,,2,25,,,0,0,0.5291435786548423,Value Growth
40,57,M,East,Prepaid,Mid,43,0,843.4271099382373,3.42856548755381,246,0.0975609756097561,2025-10-22,18,8.607453566449028,154.9341641960825,2025-10-07,0.0,,0.0,0.0,,4,19,,,0,0,0.4757609227253645,Value Growth
41,28,F,North,Postpaid,Mid,77,1,1362.0025775279712,3.456859333827338,394,0.10406091370558376,2025-10-25,6,20.097931366281035,120.5875881976862,2025-09-27,1.0,2025-09-19,1.0,20.918823803155657,2025-10-24,1,29,37.0,2.0,0,0,0.5389730806491412,Loyal
42,65,F,East,Prepaid,Mid,23,0,915.5937686090723,3.7991442680874368,241,0.13278008298755187,2025-10-25,6,8.008921224513292,48.05352734707976,2025-10-07,2.0,2025-09-30,0.0,0.0,,1,19,26.0,,0,0,0.8554636060008194,Value Growth
43,61,M,West,Postpaid,Basic,26,0,1220.4290589967845,3.4770058660877052,351,0.1339031339031339,2025-10-24,12,17.118430608568605,205.42116730282328,2025-10-15,1.0,2025-05-29,0.8333333333333334,24.401629002079673,2025-10-24,2,11,150.0,2.0,0,0,0.3258262645403547,Loyal
44,39,F,West,Prepaid,Basic,105,1,970.4142960100072,3.300728897993222,294,0.09863945578231292,2025-10-25,24,8.618967552121324,206.8552212509118,2025-10-23,0.0,,0.0,0.0,,1,3,,,0,0,0.2368872122771869,Value Growth
45,22,F,South,Prepaid,Basic,55,0,742.4847576834234,3.3749307167428335,220,0.09090909090909091,2025-10-25,24,8.619309990999733,206.8634397839936,2025-10-25,0.0,,0.0,0.0,,1,1,,,0,0,0.22742027680936094,Value Growth
46,78,F,East,Prepaid,Premium,55,0,1269.5430272872682,3.658625438868208,347,0.12103746397694524,2025-10-25,6,10.585382918987596,63.512297513925574,2025-10-21,0.0,,0.0,0.0,,1,5,,,0,0,0.522569544433132,Unassigned
47,45,M,West,Postpaid,Basic,9,1,1283.9814980846354,3.470220265093609,370,0.0891891891891892,2025-10-25,12,20.589282545829967,247.0713905499596,2025-10-22,0.0,,0.8333333333333334,14.098228269813935,2025-10-24,1,4,,2.0,0,0,0.2860753262806519,Loyal
48,73,F,East,Prepaid,Premium,10,0,965.1193661277739,3.422409099743879,282,0.09574468085106383,2025-10-25,6,7.174257170434853,43.04554302260912,2025-09-28,0.0,,0.0,0.0,,1,28,,,0,0,0.6591756009200165,Value Growth
49,60,M,Central,Prepaid,Basic,78,0,876.0852913047339,3.422208169159117,256,0.07421875,2025-10-24,12,10.141581038004334,121.698972456052,2025-10-23,1.0,2025-06-06,0.0,0.0,,2,3,142.0,,0,0,0.502543354268229,Unassigned
50,66,F,West,Prepaid,Premium,36,0,899.2851431462799,3.246516762260938,277,0.1299638989169675,2025-10-24,6,6.096031458773016,36.576188752638096,2025-10-23,0.0,,0.0,0.0,,2,3,,,0,0,0.5560608482238951,Value Growth
51,65,M,North,Prepaid,Mid,34,0,833.3730699752525,3.242696770331722,257,0.08949416342412451,2025-10-25,18,8.271905360409814,148.89429648737666,2025-10-22,1.0,2025-07-14,0.0,0.0,,1,4,104.0,,0,0,0.402895719033359,Value Growth
52,30,F,North,Prepaid,Premium,22,0,1025.0222673947362,3.74095718027276,274,0.09854014598540146,2025-10-25,6,8.605109625613649,51.63065775368189,2025-10-25,0.0,,0.0,0.0,,1,1,,,0,0,0.4347388869854585,Value Growth
53,40,F,West,Postpaid,Mid,90,0,1420.5275622091008,3.498836360120938,406,0.11576354679802955,2025-10-24,6,18.101682793677558,108.61009676206535,2025-09-29,0.0,,1.0,21.59212526722555,2025-10-24,2,27,,2.0,0,0,0.43990232763063086,Loyal
54,46,M,South,Prepaid,Mid,112,1,1099.6342933397168,3.4688778969707155,317,0.11041009463722397,2025-10-24,18,8.551236193952798,153.92225149115038,2025-10-21,1.0,2025-07-30,0.0,0.0,,2,5,88.0,,0,0,0.5436176571544592,Value Growth
55,48,M,West,Postpaid,Mid,32,1,1122.8097559587559,3.454799249103864,325,0.06769230769230769,2025-10-25,6,22.170315499968265,133.02189299980958,2025-09-26,0.0,,0.8333333333333334,25.53970998720773,2025-10-24,1,30,,2.0,0,0,0.5343104182301721,Loyal
56,20,M,North,Prepaid,Basic,29,0,899.7254030893193,3.6426129679729526,247,0.11336032388663968,2025-10-25,24,8.802857171127627,211.26857210706305,2025-10-22,0.0,,0.0,0.0,,1,4,,,0,0,0.1864812417645609,Value Growth
57,51,F,North,Postpaid,Premium,93,0,1563.75458322569,3.6198022759853936,432,0.06944444444444445,2025-10-25,6,17.3181921473816,103.9091528842896,2025-10-22,1.0,2025-06-25,0.6666666666666666,22.97240743904739,2025-10-24,1,4,123.0,2.0,0,0,0.34919184723378804,Unassigned
58,27,F,South,Postpaid,Mid,61,0,1390.2420037640386,3.573886899136346,389,0.11568123393316196,2025-10-24,12,20.291955798916995,243.50346958700393,2025-10-17,0.0,,0.8333333333333334,22.522985438118283,2025-10-24,2,9,,2.0,0,0,0.25902885819921373,Loyal
59,64,F,West,Prepaid,Basic,95,0,1125.5834253040957,3.5174482040752992,320,0.121875,2025-10-25,30,9.216392505526226,276.4917751657868,2025-10-21,0.0,,0.0,0.0,,1,5,,,0,0,0.17436321009318953,Value Growth
60,60,M,Central,Postpaid,Basic,89,0,1215.3462795512446,3.3297158343869717,365,0.09863013698630137,2025-10-25,6,18.544593585805213,111.26756151483127,2025-10-15,1.0,2025-10-16,1.0,21.137593259886334,2025-10-24,1,11,10.0,2.0,0,0,0.5140884819989462,Loyal
61,75,M,Central,Postpaid,Mid,95,0,1488.1981958733315,3.3822686269848443,440,0.1,2025-10-25,12,20.311105692604496,243.73326831125397,2025-10-19,0.0,,0.8333333333333334,21.261178032483347,2025-10-24,1,7,,2.0,0,0,0.26477393560723156,Loyal
62,64,M,East,Prepaid,Premium,19,0,1000.0594144202502,3.3785791027711154,296,0.07094594594594594,2025-10-21,24,9.469469123941089,227.26725897458613,2025-10-24,0.0,,0.0,0.0,,5,2,,,0,0,0.317729269130907,Value Growth
63,40,F,West,Prepaid,Mid,64,0,956.0758678923962,3.4515374292144267,277,0.1263537906137184,2025-10-25,6,11.347313506294862,68.08388103776917,2025-10-11,0.0,,0.0,0.0,,1,15,,,0,0,0.5826994573433972,Unassigned
64,77,F,North,Prepaid,Basic,53,0,992.2046262378349,3.581966159703375,277,0.09025270758122744,2025-10-25,36,7.7323272562919225,278.3637812265092,2025-10-18,0.0,,0.0,0.0,,1,8,,,0,0,0.10314027273758014,Value Growth
65,43,M,East,Prepaid,Mid,104,0,1055.575530443791,3.7168152480415175,284,0.11267605633802817,2025-10-25,18,6.970652084426407,125.47173751967532,2025-10-21,0.0,,0.0,0.0,,1,5,,,0,0,0.36924195929547005,Value Growth
66,38,M,Central,Prepaid,Basic,78,1,1138.4717505145602,3.660680869821737,311,0.09967845659163987,2025-10-25,6,8.520368463168564,51.12221077901139,2025-10-07,1.0,2025-05-25,0.0,0.0,,1,19,154.0,,0,0,0.6361239977678848,Value Growth
67,74,F,South,Prepaid,Basic,89,0,906.3006412474997,3.512793183129844,258,0.11627906976744186,2025-10-25,12,6.916386898398947,82.99664278078737,2025-10-03,0.0,,0.0,0.0,,1,23,,,0,0,0.5361358517355183,Value Growth
68,40,F,Central,Prepaid,Premium,105,0,1219.0323213659333,3.3674926004583794,362,0.0856353591160221,2025-10-25,18,7.79198571971818,140.25574295492723,2025-10-15,2.0,2025-07-05,0.0,0.0,,1,11,113.0,,0,0,0.6448137045227115,Value Growth
69,22,M,South,Prepaid,Basic,83,0,843.5301809994496,3.3209849645647624,254,0.08661417322834646,2025-10-25,6,7.598846380837841,45.59307828502705,2025-10-05,0.0,,0.0,0.0,,1,21,,,0,0,0.6166551434734096,Value Growth
70,47,F,North,Prepaid,Basic,78,0,1031.4894420232404,3.6838908643687156,280,0.1,2025-10-25,18,8.59027804708429,154.62500484751723,2025-10-15,0.0,,0.0,0.0,,1,11,,,0,0,0.26251404387072,Value Growth
71,67,M,East,Prepaid,Basic,64,0,839.5508604352941,3.2923563154325257,255,0.09803921568627451,2025-10-25,24,7.262644017207317,174.3034564129756,2025-10-15,1.0,2025-06-15,0.0,0.0,,1,11,133.0,,0,0,0.36261349533649484,Value Growth
72,29,M,Central,Postpaid,Basic,10,1,1356.718061007409,3.5609397926703648,381,0.08661417322834646,2025-10-25,6,21.338609176077586,128.03165505646552,2025-10-05,1.0,2025-05-18,0.8333333333333334,22.91247260274228,2025-10-24,1,21,161.0,2.0,0,0,0.4135111730424572,Loyal
73,46,M,South,Prepaid,Basic,86,0,954.7697798266852,3.5893600745364105,266,0.10902255639097744,2025-10-25,12,5.737932884227973,68.85519461073568,2025-10-09,0.0,,0.0,0.0,,1,17,,,0,0,0.5149145201500481,Value Growth
74,26,F,West,Prepaid,Basic,39,1,1011.1703532758256,3.717538063514065,272,0.12867647058823528,2025-10-25,30,7.175889340360252,215.27668021080754,2025-10-19,0.0,,0.0,0.0,,1,7,,,0,0,0.17658227656046552,Value Growth
75,60,F,North,Prepaid,Mid,15,0,894.4983230577448,3.549596520070416,252,0.0873015873015873,2025-10-25,6,9.067359778962002,54.40415867377202,2025-10-24,0.0,,0.0,0.0,,1,2,,,0,0,0.40666145798343917,Value Growth
76,47,M,West,Postpaid,Premium,42,1,1557.8846133739466,3.3793592480996675,461,0.08459869848156182,2025-10-25,6,21.631102025558164,129.78661215334898,2025-10-14,0.0,,1.0,23.305926896212622,2025-10-24,1,12,,2.0,0,0,0.4052145450159108,Loyal
77,38,F,East,Prepaid,Basic,42,0,862.4403038234873,3.4360171467071208,251,0.08366533864541832,2025-10-25,6,10.389322740779265,62.335936444675596,2025-10-09,0.0,,0.0,0.0,,1,17,,,0,0,0.507499707151363,Unassigned
78,32,F,North,Prepaid,Premium,47,0,1171.403707371885,3.5932629060487273,326,0.0950920245398773,2025-10-24,24,7.344296552849776,176.2631172683946,2025-10-18,1.0,2025-09-11,0.0,0.0,,2,8,45.0,,0,0,0.3484695520575376,Value Growth
79,52,F,West,Prepaid,Mid,34,1,765.3127736631507,3.5595942961076776,215,0.11627906976744186,2025-10-25,6,8.97883058018881,53.872983481132856,2025-10-02,1.0,2025-05-12,0.0,0.0,,1,24,167.0,,0,0,0.7386126111095017,Value Growth
80,59,F,West,Prepaid,Basic,113,0,1001.8279590027832,3.7381640261297884,268,0.12313432835820895,2025-10-25,12,8.158558499372528,97.90270199247034,2025-10-16,0.0,,0.0,0.0,,1,10,,,0,0,0.4555447481652444,Value Growth
81,76,M,East,Postpaid,Basic,106,0,1375.7479051621535,3.5366270055582354,389,0.12082262210796915,2025-10-25,6,21.794615350543854,130.76769210326313,2025-10-12,0.0,,0.6666666666666666,22.81334639770712,2025-10-24,1,14,,2.0,0,0,0.37151078122052383,Unassigned
82,45,M,South,Prepaid,Basic,5,0,932.5170314090194,3.41581330186454,273,0.09523809523809523,2025-10-25,6,6.925264569125379,41.55158741475228,2025-10-20,1.0,2025-06-15,0.0,0.0,,1,6,133.0,,0,0,0.5716596165989197,Value Growth
83,27,M,North,Prepaid,Mid,60,0,935.0863719261758,3.502196149536239,267,0.11235955056179775,2025-10-25,24,7.396415469056472,177.51397125735534,2025-10-20,0.0,,0.0,0.0,,1,6,,,0,0,0.2292184035189637,Value Growth
84,69,M,Central,Prepaid,Mid,36,0,884.8634662870138,3.5536685393052765,249,0.0642570281124498,2025-10-25,6,7.466463689645995,44.79878213787597,2025-10-24,2.0,2025-09-29,0.0,0.0,,1,2,27.0,,0,0,0.8190817567768776,Value Growth
85,57,M,West,Postpaid,Basic,102,1,1445.9697007216098,3.5096351959262373,412,0.09951456310679611,2025-10-25,6,23.63766112882317,141.825966772939,2025-10-15,0.0,,0.6666666666666666,23.683152787392725,2025-10-24,1,11,,2.0,0,0,0.37476867380496176,Unassigned
86,61,M,West,Prepaid,Basic,59,0,883.5840818576346,3.8250393154010154,231,0.0735930735930736,2025-10-25,36,9.009444613395436,324.3400060822357,2025-10-14,0.0,,0.0,0.0,,1,12,,,0,0,0.20637116238614558,Value Growth
87,24,F,West,Postpaid,Basic,76,1,1474.7361320771215,3.696080531521608,399,0.08020050125313283,2025-10-25,24,19.7925737647814,475.02177035475364,2025-10-25,1.0,2025-08-25,0.8333333333333334,17.765298904486695,2025-10-24,1,1,62.0,2.0,0,0,0.1975194398949086,Loyal
88,37,M,West,Prepaid,Mid,11,0,905.4197278657779,3.564644597896763,254,0.14566929133858267,2025-10-25,6,8.371337534784136,50.228025208704814,2025-10-19,1.0,2025-09-19,0.0,0.0,,1,7,37.0,,0,0,0.7024872019087625,Value Growth
89,65,M,North,Prepaid,Basic,85,0,1080.511829916781,3.6258786238818153,298,0.11073825503355705,2025-10-25,18,7.641584173478653,137.54851512261575,2025-10-19,1.0,2025-08-27,0.0,0.0,,1,7,60.0,,0,0,0.4075035731171166,Value Growth
90,69,M,East,Prepaid,Mid,58,0,842.687646712837,3.2789402595830235,257,0.10116731517509728,2025-10-25,6,7.632007329307963,45.792043975847776,2025-09-29,0.0,,0.0,0.0,,1,27,,,0,0,0.6754485041019747,Value Growth
91,44,M,West,Postpaid,Mid,105,0,1407.6578686475086,3.441706280311757,409,0.07823960880195599,2025-10-25,6,19.541589610677097,117.24953766406257,2025-10-08,0.0,,1.0,20.32284680855553,2025-10-24,1,18,,2.0,0,0,0.44806769025007087,Loyal
92,67,F,North,Postpaid,Mid,13,1,1151.2851721420302,3.2800147354473794,351,0.11965811965811966,2025-10-25,6,19.574767940550824,117.44860764330495,2025-10-14,1.0,2025-07-22,0.6666666666666666,24.185467434341856,2025-10-24,1,12,96.0,2.0,0,0,0.38573898386908173,Unassigned
93,70,F,North,Prepaid,Basic,37,1,818.6714877694274,3.454310074976487,237,0.11814345991561181,2025-10-25,18,8.344086574317291,150.19355833771124,2025-10-17,1.0,2025-06-01,0.0,0.0,,1,9,147.0,,0,0,0.35401410127348826,Value Growth
94,42,M,West,Prepaid,Mid,100,0,965.0609139557693,3.4589996915977395,279,0.0931899641577061,2025-10-25,6,8.061149286617187,48.36689571970312,2025-10-08,0.0,,0.0,0.0,,1,18,,,0,0,0.6533109190639336,Value Growth
95,73,F,Central,Prepaid,Mid,28,1,925.6163459759141,3.629868023434957,255,0.12156862745098039,2025-10-25,18,7.495393139589938,134.91707651261888,2025-10-18,0.0,,0.0,0.0,,1,8,,,0,0,0.3573882990506997,Value Growth
96,35,F,West,Prepaid,Premium,33,0,1156.7579624303576,3.4530088430756942,335,0.06865671641791045,2025-10-25,6,11.011939365408063,66.07163619244838,2025-09-28,0.0,,0.0,0.0,,1,28,,,0,0,0.6578223098350604,Unassigned
97,32,F,North,Postpaid,Mid,36,0,1357.0730013951138,3.618861337053637,375,0.08266666666666667,2025-10-25,6,18.158925919369988,108.95355551621994,2025-10-01,0.0,,1.0,21.11391673645687,2025-10-24,1,25,,2.0,0,0,0.3257403588808555,Loyal
98,60,M,Central,Prepaid,Mid,63,0,884.0233099169582,3.6379560078887168,243,0.102880658436214,2025-10-25,6,10.427907114958902,62.56744268975341,2025-10-09,0.0,,0.0,0.0,,1,17,,,0,0,0.6419252029255574,Unassigned
99,57,F,North,Prepaid,Basic,7,0,725.828097464383,3.36031526603881,216,0.11574074074074074,2025-10-25,6,9.810120929730019,58.86072557838011,2025-10-10,0.0,,0.0,0.0,,1,16,,,0,0,0.45763684035525887,Value Growth
100,26,F,South,Prepaid,Mid,74,0,785.0566268125092,3.3985135359848884,231,0.11688311688311688,2025-10-23,12,7.2891915430117535,87.47029851614104,2025-10-20,0.0,,0.0,0.0,,3,6,,,0,0,0.4720279609771732,Value Growth
101,69,F,Central,Prepaid,Mid,97,0,864.3343559283145,3.3371982854375077,259,0.08108108108108109,2025-10-25,24,8.04795761440101,193.15098274562425,2025-10-23,0.0,,0.0,0.0,,1,3,,,0,0,0.2635557983288586,Value Growth
102,30,M,West,Postpaid,Mid,37,0,1297.2918098007904,3.5252494831543215,368,0.08967391304347826,2025-10-25,6,21.535591899353552,129.21355139612132,2025-10-12,0.0,,0.8333333333333334,24.44363880319969,2025-10-24,1,14,,2.0,0,0,0.38178886981432586,Loyal
103,67,F,Central,Prepaid,Mid,21,0,872.0407687143669,3.4604792409300273,252,0.09126984126984126,2025-10-25,6,9.670318524038775,58.02191114423265,2025-10-15,0.0,,0.0,0.0,,1,11,,,0,0,0.5258800010756899,Value Growth
104,18,M,West,Postpaid,Premium,42,0,1546.2131508567218,3.579197108464634,432,0.08333333333333333,2025-10-24,18,22.077030695113574,397.3865525120443,2025-10-19,0.0,,0.5,20.043270850278304,2025-10-24,2,7,,2.0,0,0,0.251461012740728,Unassigned
105,67,M,West,Prepaid,Premium,77,0,1138.4609252655143,3.439458988717566,331,0.11178247734138973,2025-10-24,6,6.795526480458604,40.77315888275162,2025-10-11,1.0,2025-07-12,0.0,0.0,,2,15,106.0,,0,0,0.7570186265548142,Value Growth
106,66,F,South,Prepaid,Basic,61,0,834.4369970984905,3.6598113907828527,228,0.07456140350877193,2025-10-25,6,7.558062088437766,45.3483725306266,2025-10-23,1.0,2025-09-02,0.0,0.0,,1,3,54.0,,0,0,0.6492494621525656,Value Growth
